a_follows_b	150	16134540
a_follows_b	150	16134540
a_follows_b	506	15748351
a_follows_b	506	15748351
a_follows_b	749	16134540
a_follows_b	749	19041500
a_follows_b	749	19041500
a_follows_b	753	16134540
a_follows_b	753	16134540
a_follows_b	880	16134540
a_follows_b	880	16134540
a_follows_b	988	15748351
a_follows_b	988	15748351
a_follows_b	1081	16134540
a_follows_b	1081	16134540
a_follows_b	1081	19041500
a_follows_b	1081	19041500
a_follows_b	1418	15748351
a_follows_b	1503	15748351
a_follows_b	1503	15748351
a_follows_b	1560	15748351
a_follows_b	1560	15748351
a_follows_b	1623	16134540
a_follows_b	1623	16134540
a_follows_b	1623	19041500
a_follows_b	1623	19041500
a_follows_b	1661	16134540
a_follows_b	1661	16134540
a_follows_b	1814	16134540
a_follows_b	1814	16134540
a_follows_b	1814	19041500
a_follows_b	1814	19041500
a_follows_b	1941	16134540
a_follows_b	2475	16134540
a_follows_b	2475	16134540
a_follows_b	2549	15748351
a_follows_b	2549	15748351
a_follows_b	3006	16134540
a_follows_b	3219	15748351
a_follows_b	3219	15748351
a_follows_b	3382	16134540
a_follows_b	3878	16134540
a_follows_b	4488	15748351
a_follows_b	4488	15748351
a_follows_b	5511	15748351
a_follows_b	5511	15748351
a_follows_b	5517	16134540
a_follows_b	5517	16134540
a_follows_b	5567	15748351
a_follows_b	6345	15748351
a_follows_b	6532	16134540
a_follows_b	7512	15748351
a_follows_b	7512	15748351
a_follows_b	8491	16134540
a_follows_b	8491	19041500
a_follows_b	8491	19041500
a_follows_b	10239	15748351
a_follows_b	10239	15748351
a_follows_b	10239	19041500
a_follows_b	10718	15748351
a_follows_b	10718	15748351
a_follows_b	10775	16134540
a_follows_b	10775	19041500
a_follows_b	10775	19041500
a_follows_b	10860	19041500
a_follows_b	10860	19041500
a_follows_b	10997	15748351
a_follows_b	11044	15748351
a_follows_b	11113	15748351
a_follows_b	11939	15748351
a_follows_b	12155	15748351
a_follows_b	12530	16134540
a_follows_b	12530	16134540
a_follows_b	12658	15748351
a_follows_b	12661	15748351
a_follows_b	12661	15748351
a_follows_b	12696	16134540
a_follows_b	12825	15748351
a_follows_b	12825	15748351
a_follows_b	13127	15748351
a_follows_b	13127	15748351
a_follows_b	13300	16134540
a_follows_b	13300	16134540
a_follows_b	13348	15748351
